ZipCode,YoY_2025,Exposure_2025,YoY_2024,Exposure_2024,YoY_2023,Exposure_2023,YoY_2022,Exposure_2022,YoY_2021,Exposure_2021
95316,572%,43098103,0%,6411150,0%,-,0%,-,,-
95319,-33%,1481814,0%,2199849,0%,-,0%,-,,-
95323,7%,1050443,7%,981707,8%,914836,232%,849104,,256081
95326,-15%,21646123,179%,25445495,0%,9120158,1271%,9088636,,662764
95328,106%,6479946,0%,3146220,0%,-,0%,-,,-
95350,83%,49283869,142%,26982280,363%,11169806,-26%,2411264,,3249961
95351,42%,57950323,224%,40874694,72%,12605243,112%,7348210,,3473442
95354,223%,41497203,351%,12836665,-4%,2844825,-36%,2977347,,4663995
95355,94%,60431822,156%,31191215,308%,12163927,-9%,2980078,,3283813
95356,19%,17177208,292%,14406011,123%,3673050,7%,1643931,,1539571
95357,91%,14763842,78%,7732719,20%,4347154,112%,3620432,,1706574
95358,48%,42177592,167%,28406805,106%,10641622,17%,5166629,,4432122
95360,44%,7724864,89%,5368220,165%,2840393,-43%,1070978,,1869680
95361,53%,62918739,23%,41198861,62%,33577831,7%,20687014,,19279135
95363,61%,58449653,208%,36345145,239%,11786555,501%,3481618,,579650
95367,44%,12885680,1983%,8945374,0%,429350,-100%,-,,509350
95368,163%,19304962,418%,7349467,0%,1420100,0%,-,,-
95380,253%,81032952,36%,22976499,273%,16902434,24%,4530428,,3664870
95382,92%,17199143,584%,8963707,-57%,1310765,94%,3067446,,1578344
95385,-57%,1033781,156%,2412013,5%,943627,0%,897700,,-
95386,132%,6611690,179%,2843865,31%,1019000,-53%,777026,,1658058
95645,-16%,554919,166%,662500,-92%,248900,0%,3001289,,-
95659,0%,165000,0%,-,-100%,-,-22%,1486600,,1915600
95668,-51%,1318480,1545%,2688440,0%,163400,0%,-,,-
95674,55%,3882150,167%,2509438,297%,940406,6%,237002,,223258
95953,111%,17953375,12%,8495169,-11%,7613688,24%,8593388,,6910542
95957,7%,429176,7%,402835,-67%,376365,5%,1129399,,1076000
95982,1373%,9296898,-76%,631250,46%,2601665,0%,1776500,,-
95991,129%,61985589,885%,27101706,3%,2750758,-51%,2676774,,5500271
95993,71%,19490274,5132%,11427550,7%,218437,10%,204530,,186292
76132,-100%,-,0%,215000,0%,-,0%,-,,-
96021,15%,104779080,64%,90826091,98%,55240988,218%,27847236,,8765222
96022,28%,472663038,45%,368707764,80%,253502199,47%,141217529,,95773020
96035,10%,7926029,1774%,7236647,-70%,386181,0%,1290250,,-
96055,53%,17672297,190%,11538308,371%,3982869,-32%,845262,,1241308
96059,1%,46109974,0%,45594860,0%,-,-100%,-,,16338975
96061,11%,45905851,17%,41368006,40%,35367732,37%,25226203,,18424907
96075,5%,17644072,32%,16744801,44%,12697351,10%,8837735,,8002499
96080,25%,293068510,41%,234845433,93%,166010455,15%,86188596,,74933757
95526,-5%,26340770,-9%,27865683,29%,30599197,9%,23667940,,21811240
95527,7%,42623464,8%,40017247,26%,37064450,8%,29421760,,27243761
95552,6%,27621077,7%,26080383,16%,24373565,21%,21085676,,17435972
95563,10%,107331195,35%,97993572,6%,72425531,6%,68299494,,64715584
95595,5%,6313591,48%,6038826,-26%,4093275,-18%,5562475,,6762494
96010,3%,14426177,39%,13959066,5%,10077798,18%,9610535,,8164151
96024,17%,101242999,25%,86320550,26%,68844875,4%,54426584,,52319482
96041,24%,77524698,16%,62422416,20%,53739524,6%,44938685,,42371779
96046,19%,7662336,-26%,6443902,-4%,8693776,-9%,9098780,,9971146
96048,13%,36519124,34%,32402878,22%,24189394,-5%,19899215,,20962558
96052,15%,122735759,20%,106306984,25%,88448826,17%,70615820,,60493397
96091,23%,187936621,41%,152349968,13%,108110310,11%,95767870,,86155924
96093,37%,139161276,43%,101534269,90%,71197521,32%,37387136,,28296133
93201,-11%,2591721,0%,2922804,0%,-,0%,-,,-
93207,8%,91945140,8%,85038657,25%,78511975,27%,62802042,,49549521
93208,-25%,18670408,0%,24890218,0%,-,0%,-,,-
93218,120%,3367805,0%,1527685,0%,-,0%,-,,-
93219,77%,6190961,81%,3505012,43%,1936107,-22%,1357800,,1738733
93221,45%,40413909,635%,27788041,74%,3781415,19%,2176143,,1832400
93223,41%,10034161,326%,7139037,8%,1677607,113%,1556431,,731157
93235,122%,2427174,295%,1092447,8%,276840,7%,256395,,240472
93244,33%,12246504,59%,9180202,755%,5769746,0%,675000,,-
93247,138%,11051707,72%,4635945,20%,2697463,-15%,2240343,,2623478
93256,42%,4507729,68%,3181597,-28%,1888910,79%,2616117,,1460592
93257,123%,217120433,191%,97420381,57%,33517562,23%,21404143,,17421167
93260,6%,112096569,10%,105509280,16%,96324484,34%,82896222,,61912181
93262,-8%,3221702,-48%,3497768,18%,6780831,148%,5739376,,2310030
93265,32%,443999725,22%,336474390,30%,276316659,23%,211759271,,172638279
93267,137%,12691270,108%,5356245,-27%,2578326,103%,3548865,,1747067
93270,35%,10603913,74%,7864699,48%,4510126,31%,3055815,,2337706
93271,14%,488758453,28%,427946476,114%,335576381,70%,157073361,,92437671
93272,6%,804877,180%,760968,-31%,271590,63%,391195,,240630
93274,52%,55696683,110%,36559076,50%,17388091,99%,11605894,,5821636
93277,143%,41619541,102%,17146829,13%,8486056,257%,7522355,,2106170
93286,73%,34949044,102%,20212667,-14%,9988854,26%,11644514,,9231038
93291,83%,80292800,293%,43961075,26%,11196320,308%,8891252,,2177411
93292,25%,26036254,295%,20885952,20%,5284160,25%,4386130,,3514268
93603,-6%,27202511,6%,29030109,10%,27349002,51%,24802438,,16458130
93615,46%,5724471,101%,3915541,166%,1951752,-33%,733469,,1101457
93618,206%,19140699,188%,6265127,-14%,2174362,31%,2523526,,1923904
93647,18%,13556667,84%,11534766,16%,6275663,37%,5410886,,3961899
93666,0%,3731500,0%,-,0%,-,0%,-,,-
93673,0%,441141,0%,-,0%,-,0%,-,,-
95305,29%,19673063,0%,15253509,0%,-,0%,-,,-
95310,14%,304813489,23%,266963333,24%,217851793,16%,176247123,,152471626
95321,10%,1777620730,21%,1619959950,26%,1342949830,26%,1062814831,,846141992
95327,18%,542583329,32%,458901140,47%,347772896,45%,236087505,,162483426
95329,32%,297334495,35%,226036211,55%,167475238,45%,108233689,,74418527
95335,11%,626586226,3%,565302190,16%,549126665,24%,474667867,,384040551
95346,13%,559734670,7%,496599453,18%,465096296,15%,394807859,,342662986
95370,17%,4397381886,21%,3752033197,32%,3093998108,13%,2348068996,,2073830662
95372,17%,305173674,22%,261715763,33%,214144578,16%,161428927,,139231961
95379,9%,585718615,21%,539422913,56%,446165470,19%,286531731,,240204291
95383,12%,1785389643,8%,1598231968,18%,1474371726,20%,1249094040,,1041406220
91320,72%,1661166577,208%,963926369,78%,313367369,41%,176241353,,125410670
91360,77%,872845551,201%,492053836,73%,163494907,21%,94641526,,78124523
91361,57%,2649011087,137%,1691974386,15%,713455882,31%,620466122,,473520694
91362,101%,3000283796,219%,1488993035,68%,466478479,46%,278035174,,190402669
91377,112%,1124811129,267%,530085619,75%,144368404,13%,82724601,,73171773
93001,64%,814010521,54%,495142262,40%,321328468,50%,228908683,,152840503
93003,73%,608786333,186%,352754327,82%,123312407,29%,67761130,,52543131
93004,106%,109408441,114%,53053201,29%,24800703,100%,19178699,,9568431
93010,112%,378956829,213%,178840749,27%,57063831,16%,44847715,,38502413
93012,90%,1014498011,96%,532913130,38%,272061538,43%,196737314,,137390644
93015,60%,316706483,40%,198099710,22%,141438998,112%,115729626,,54561700
93021,72%,1104423135,100%,643704969,60%,322022791,39%,201617608,,145098859
93022,51%,383769243,157%,253607355,76%,98851564,114%,56198220,,26226463
93023,25%,2186851863,50%,1744205773,42%,1159882489,91%,816636277,,428510131
93030,178%,80158205,120%,28795401,11%,13096254,8%,11788567,,10942490
93033,90%,151063047,197%,79356497,34%,26748726,11%,19902632,,17962162
93035,130%,90344068,157%,39241868,22%,15260569,17%,12467756,,10669015
93036,61%,64679370,99%,40296762,121%,20281838,-9%,9196226,,10063831
93040,139%,49487343,70%,20746295,24%,12175412,110%,9841000,,4686138
93041,80%,31551318,198%,17561148,82%,5891794,85%,3240115,,1754555
93060,39%,666411150,53%,478603036,31%,313040738,55%,238596621,,154357757
93063,61%,1380437268,123%,858754147,33%,385458717,22%,288994859,,236695355
93065,72%,2095270336,155%,1220285744,72%,479257611,38%,279309434,,202505456
93066,28%,263193918,50%,205254142,50%,136882190,15%,90993480,,79005820
95605,-43%,17592147,666%,30780922,1488%,4017070,0%,253000,,-
95606,-4%,3120041,-12%,3259851,16%,3705978,83%,3195828,,1745200
95607,80%,7631569,3%,4234553,230%,4115264,162%,1246840,,475000
95612,692%,1643298,6%,207365,0%,195999,0%,-,,-
95616,76%,16523523,186%,9399707,130%,3286847,-12%,1426726,,1629149
95618,231%,18966328,1%,5738325,974%,5698700,-20%,530550,,660150
95627,11%,4693029,200%,4242542,183%,1415600,0%,500000,,500000
95637,13%,15912167,69%,14104813,93%,8360880,65%,4324577,,2620000
95679,-16%,6745095,17%,8020953,135%,6840423,-13%,2910381,,3345916
95691,-23%,37993416,103%,49405802,298%,24350867,-47%,6122478,,11498407
95694,7%,61081255,74%,57100529,58%,32859043,105%,20840738,,10171137
95695,-10%,17746656,63%,19707398,219%,12078620,6%,3789502,,3570525
95698,7%,553771,7%,518454,7%,485752,11%,452692,,406220
95776,6%,34758501,290%,32748519,0%,8400000,-100%,-,,2144850
95937,-11%,822250,7%,918984,7%,861534,6%,803834,,757651
95692,87%,21183992,136%,11346633,37%,4810221,13%,3508213,,3114144
95901,35%,178040954,128%,131925316,88%,57906617,22%,30766773,,25123448
95918,31%,196697187,73%,150341094,52%,87043877,79%,57249286,,32023698
95919,3%,179788788,21%,173961242,13%,143894934,27%,127532554,,100777250
95922,6%,60040949,16%,56740463,18%,49034342,12%,41561862,,37139934
95925,9%,34439357,21%,31541166,9%,25991206,-61%,23858832,,60408239
95935,13%,114559755,20%,101579426,23%,84622169,30%,68719474,,53000698
95961,36%,23384329,554%,17228648,-5%,2633900,40%,2773205,,1981549
95962,17%,182813818,19%,156477980,27%,131092922,24%,103279353,,83382247
95972,8%,16443514,26%,15175158,47%,12013531,35%,8199315,,6054376
95981,5%,82971233,-37%,79123398,24%,124920873,107%,101085376,,48795923
